run_id,source_csv,output_png,field,cohesion_0,frictional_angle,ks,log10_ks,noise_percent,noise_seed,particle_count,pixels_clipped_low,pixels_clipped_high,status
12,dabashenliu_run_012\particle_positions_150000.csv,noise_0pct\c3000_phi19.00_logk-2.077778.png,pressure,3000,19,0.0083603095,-2.07777764461193,0,122026,860,0,0,generated
13,dabashenliu_run_013\particle_positions_150000.csv,noise_0pct\c3000_phi19.00_logk-1.855556.png,pressure,3000,19,0.013945831,-1.85555560201739,0,132026,860,0,0,generated
14,dabashenliu_run_014\particle_positions_150000.csv,noise_0pct\c3000_phi19.00_logk-1.633333.png,pressure,3000,19,0.023263052,-1.63333330853244,0,142026,860,0,0,generated
15,dabashenliu_run_015\particle_positions_150000.csv,noise_0pct\c3000_phi19.00_logk-1.411111.png,pressure,3000,19,0.038805105,-1.41111113709934,0,152026,860,0,0,generated
16,dabashenliu_run_016\particle_positions_150000.csv,noise_0pct\c3000_phi19.00_logk-1.188889.png,pressure,3000,19,0.06473083,-1.18888882427963,0,162026,860,0,0,generated
17,dabashenliu_run_017\particle_positions_150000.csv,noise_0pct\c3000_phi19.00_logk-0.966667.png,pressure,3000,19,0.10797753,-0.966666611293739,0,172026,860,0,0,generated
18,dabashenliu_run_018\particle_positions_150000.csv,noise_0pct\c3000_phi19.00_logk-0.744444.png,pressure,3000,19,0.18011737,-0.744444403052799,0,182026,860,0,0,generated
19,dabashenliu_run_019\particle_positions_150000.csv,noise_0pct\c3000_phi19.00_logk-0.522222.png,pressure,3000,19,0.30045387,-0.522222197678965,0,192026,860,0,4,generated
20,dabashenliu_run_020\particle_positions_150000.csv,noise_0pct\c3000_phi19.00_logk-0.300000.png,pressure,3000,19,0.50118726,-0.299999977147204,0,202026,860,0,997,generated
21,dabashenliu_run_021\particle_positions_150000.csv,noise_0pct\c3000_phi20.00_logk-2.300000.png,pressure,3000,20,0.0050118724,-2.29999999447783,0,212026,860,0,0,generated
22,dabashenliu_run_022\particle_positions_150000.csv,noise_0pct\c3000_phi20.00_logk-2.077778.png,pressure,3000,20,0.0083603095,-2.07777764461193,0,222026,860,0,0,generated
23,dabashenliu_run_023\particle_positions_150000.csv,noise_0pct\c3000_phi20.00_logk-1.855556.png,pressure,3000,20,0.013945831,-1.85555560201739,0,232026,860,0,0,generated
24,dabashenliu_run_024\particle_positions_150000.csv,noise_0pct\c3000_phi20.00_logk-1.633333.png,pressure,3000,20,0.023263052,-1.63333330853244,0,242026,860,0,0,generated
25,dabashenliu_run_025\particle_positions_150000.csv,noise_0pct\c3000_phi20.00_logk-1.411111.png,pressure,3000,20,0.038805105,-1.41111113709934,0,252026,860,0,0,generated
26,dabashenliu_run_026\particle_positions_150000.csv,noise_0pct\c3000_phi20.00_logk-1.188889.png,pressure,3000,20,0.06473083,-1.18888882427963,0,262026,860,0,0,generated
27,dabashenliu_run_027\particle_positions_150000.csv,noise_0pct\c3000_phi20.00_logk-0.966667.png,pressure,3000,20,0.10797753,-0.966666611293739,0,272026,860,0,0,generated
28,dabashenliu_run_028\particle_positions_150000.csv,noise_0pct\c3000_phi20.00_logk-0.744444.png,pressure,3000,20,0.18011737,-0.744444403052799,0,282026,860,0,0,generated
29,dabashenliu_run_029\particle_positions_150000.csv,noise_0pct\c3000_phi20.00_logk-0.522222.png,pressure,3000,20,0.30045387,-0.522222197678965,0,292026,860,0,24,generated
30,dabashenliu_run_030\particle_positions_150000.csv,noise_0pct\c3000_phi20.00_logk-0.300000.png,pressure,3000,20,0.50118726,-0.299999977147204,0,302026,860,0,155,generated
31,dabashenliu_run_031\particle_positions_150000.csv,noise_0pct\c3000_phi21.00_logk-2.300000.png,pressure,3000,21,0.0050118724,-2.29999999447783,0,312026,860,0,0,generated
32,dabashenliu_run_032\particle_positions_150000.csv,noise_0pct\c3000_phi21.00_logk-2.077778.png,pressure,3000,21,0.0083603095,-2.07777764461193,0,322026,860,0,0,generated
33,dabashenliu_run_033\particle_positions_150000.csv,noise_0pct\c3000_phi21.00_logk-1.855556.png,pressure,3000,21,0.013945831,-1.85555560201739,0,332026,860,0,0,generated
34,dabashenliu_run_034\particle_positions_150000.csv,noise_0pct\c3000_phi21.00_logk-1.633333.png,pressure,3000,21,0.023263052,-1.63333330853244,0,342026,860,0,0,generated
35,dabashenliu_run_035\particle_positions_150000.csv,noise_0pct\c3000_phi21.00_logk-1.411111.png,pressure,3000,21,0.038805105,-1.41111113709934,0,352026,860,0,0,generated
36,dabashenliu_run_036\particle_positions_150000.csv,noise_0pct\c3000_phi21.00_logk-1.188889.png,pressure,3000,21,0.06473083,-1.18888882427963,0,362026,860,0,0,generated
37,dabashenliu_run_037\particle_positions_150000.csv,noise_0pct\c3000_phi21.00_logk-0.966667.png,pressure,3000,21,0.10797753,-0.966666611293739,0,372026,860,0,0,generated
38,dabashenliu_run_038\particle_positions_150000.csv,noise_0pct\c3000_phi21.00_logk-0.744444.png,pressure,3000,21,0.18011737,-0.744444403052799,0,382026,860,0,0,generated
39,dabashenliu_run_039\particle_positions_150000.csv,noise_0pct\c3000_phi21.00_logk-0.522222.png,pressure,3000,21,0.30045387,-0.522222197678965,0,392026,860,0,60,generated
40,dabashenliu_run_040\particle_positions_150000.csv,noise_0pct\c3000_phi21.00_logk-0.300000.png,pressure,3000,21,0.50118726,-0.299999977147204,0,402026,860,0,326,generated
41,dabashenliu_run_041\particle_positions_150000.csv,noise_0pct\c3000_phi22.00_logk-2.300000.png,pressure,3000,22,0.0050118724,-2.29999999447783,0,412026,860,0,0,generated
42,dabashenliu_run_042\particle_positions_150000.csv,noise_0pct\c3000_phi22.00_logk-2.077778.png,pressure,3000,22,0.0083603095,-2.07777764461193,0,422026,860,0,0,generated
43,dabashenliu_run_043\particle_positions_150000.csv,noise_0pct\c3000_phi22.00_logk-1.855556.png,pressure,3000,22,0.013945831,-1.85555560201739,0,432026,860,0,0,generated
44,dabashenliu_run_044\particle_positions_150000.csv,noise_0pct\c3000_phi22.00_logk-1.633333.png,pressure,3000,22,0.023263052,-1.63333330853244,0,442026,860,0,0,generated
45,dabashenliu_run_045\particle_positions_150000.csv,noise_0pct\c3000_phi22.00_logk-1.411111.png,pressure,3000,22,0.038805105,-1.41111113709934,0,452026,860,0,0,generated
46,dabashenliu_run_046\particle_positions_150000.csv,noise_0pct\c3000_phi22.00_logk-1.188889.png,pressure,3000,22,0.06473083,-1.18888882427963,0,462026,860,0,20,generated
47,dabashenliu_run_047\particle_positions_150000.csv,noise_0pct\c3000_phi22.00_logk-0.966667.png,pressure,3000,22,0.10797753,-0.966666611293739,0,472026,860,0,0,generated
48,dabashenliu_run_048\particle_positions_150000.csv,noise_0pct\c3000_phi22.00_logk-0.744444.png,pressure,3000,22,0.18011737,-0.744444403052799,0,482026,860,0,0,generated
49,dabashenliu_run_049\particle_positions_150000.csv,noise_0pct\c3000_phi22.00_logk-0.522222.png,pressure,3000,22,0.30045387,-0.522222197678965,0,492026,860,0,272,generated
50,dabashenliu_run_050\particle_positions_150000.csv,noise_0pct\c3000_phi22.00_logk-0.300000.png,pressure,3000,22,0.50118726,-0.299999977147204,0,502026,860,0,779,generated
51,dabashenliu_run_051\particle_positions_150000.csv,noise_0pct\c3000_phi23.00_logk-2.300000.png,pressure,3000,23,0.0050118724,-2.29999999447783,0,512026,860,0,0,generated
52,dabashenliu_run_052\particle_positions_150000.csv,noise_0pct\c3000_phi23.00_logk-2.077778.png,pressure,3000,23,0.0083603095,-2.07777764461193,0,522026,860,0,0,generated
53,dabashenliu_run_053\particle_positions_150000.csv,noise_0pct\c3000_phi23.00_logk-1.855556.png,pressure,3000,23,0.013945831,-1.85555560201739,0,532026,860,0,0,generated
54,dabashenliu_run_054\particle_positions_150000.csv,noise_0pct\c3000_phi23.00_logk-1.633333.png,pressure,3000,23,0.023263052,-1.63333330853244,0,542026,860,0,0,generated
55,dabashenliu_run_055\particle_positions_150000.csv,noise_0pct\c3000_phi23.00_logk-1.411111.png,pressure,3000,23,0.038805105,-1.41111113709934,0,552026,860,0,0,generated
56,dabashenliu_run_056\particle_positions_150000.csv,noise_0pct\c3000_phi23.00_logk-1.188889.png,pressure,3000,23,0.06473083,-1.18888882427963,0,562026,860,0,0,generated
57,dabashenliu_run_057\particle_positions_150000.csv,noise_0pct\c3000_phi23.00_logk-0.966667.png,pressure,3000,23,0.10797753,-0.966666611293739,0,572026,860,0,0,generated
58,dabashenliu_run_058\particle_positions_150000.csv,noise_0pct\c3000_phi23.00_logk-0.744444.png,pressure,3000,23,0.18011737,-0.744444403052799,0,582026,860,0,207,generated
59,dabashenliu_run_059\particle_positions_150000.csv,noise_0pct\c3000_phi23.00_logk-0.522222.png,pressure,3000,23,0.30045387,-0.522222197678965,0,592026,860,0,35,generated
60,dabashenliu_run_060\particle_positions_150000.csv,noise_0pct\c3000_phi23.00_logk-0.300000.png,pressure,3000,23,0.50118726,-0.299999977147204,0,602026,860,0,646,generated
61,dabashenliu_run_061\particle_positions_150000.csv,noise_0pct\c3000_phi24.00_logk-2.300000.png,pressure,3000,24,0.0050118724,-2.29999999447783,0,612026,860,0,0,generated
62,dabashenliu_run_062\particle_positions_150000.csv,noise_0pct\c3000_phi24.00_logk-2.077778.png,pressure,3000,24,0.0083603095,-2.07777764461193,0,622026,860,0,0,generated
63,dabashenliu_run_063\particle_positions_150000.csv,noise_0pct\c3000_phi24.00_logk-1.855556.png,pressure,3000,24,0.013945831,-1.85555560201739,0,632026,860,0,0,generated
64,dabashenliu_run_064\particle_positions_150000.csv,noise_0pct\c3000_phi24.00_logk-1.633333.png,pressure,3000,24,0.023263052,-1.63333330853244,0,642026,860,0,0,generated
65,dabashenliu_run_065\particle_positions_150000.csv,noise_0pct\c3000_phi24.00_logk-1.411111.png,pressure,3000,24,0.038805105,-1.41111113709934,0,652026,860,0,0,generated
66,dabashenliu_run_066\particle_positions_150000.csv,noise_0pct\c3000_phi24.00_logk-1.188889.png,pressure,3000,24,0.06473083,-1.18888882427963,0,662026,860,0,0,generated
67,dabashenliu_run_067\particle_positions_150000.csv,noise_0pct\c3000_phi24.00_logk-0.966667.png,pressure,3000,24,0.10797753,-0.966666611293739,0,672026,860,0,0,generated
68,dabashenliu_run_068\particle_positions_150000.csv,noise_0pct\c3000_phi24.00_logk-0.744444.png,pressure,3000,24,0.18011737,-0.744444403052799,0,682026,860,0,356,generated
69,dabashenliu_run_069\particle_positions_150000.csv,noise_0pct\c3000_phi24.00_logk-0.522222.png,pressure,3000,24,0.30045387,-0.522222197678965,0,692026,860,0,1163,generated
70,dabashenliu_run_070\particle_positions_150000.csv,noise_0pct\c3000_phi24.00_logk-0.300000.png,pressure,3000,24,0.50118726,-0.299999977147204,0,702026,860,0,293,generated
71,dabashenliu_run_071\particle_positions_150000.csv,noise_0pct\c3000_phi25.00_logk-2.300000.png,pressure,3000,25,0.0050118724,-2.29999999447783,0,712026,860,0,0,generated
72,dabashenliu_run_072\particle_positions_150000.csv,noise_0pct\c3000_phi25.00_logk-2.077778.png,pressure,3000,25,0.0083603095,-2.07777764461193,0,722026,860,0,0,generated
73,dabashenliu_run_073\particle_positions_150000.csv,noise_0pct\c3000_phi25.00_logk-1.855556.png,pressure,3000,25,0.013945831,-1.85555560201739,0,732026,860,0,0,generated
74,dabashenliu_run_074\particle_positions_150000.csv,noise_0pct\c3000_phi25.00_logk-1.633333.png,pressure,3000,25,0.023263052,-1.63333330853244,0,742026,860,0,0,generated
75,dabashenliu_run_075\particle_positions_150000.csv,noise_0pct\c3000_phi25.00_logk-1.411111.png,pressure,3000,25,0.038805105,-1.41111113709934,0,752026,860,0,0,generated
76,dabashenliu_run_076\particle_positions_150000.csv,noise_0pct\c3000_phi25.00_logk-1.188889.png,pressure,3000,25,0.06473083,-1.18888882427963,0,762026,860,0,0,generated
77,dabashenliu_run_077\particle_positions_150000.csv,noise_0pct\c3000_phi25.00_logk-0.966667.png,pressure,3000,25,0.10797753,-0.966666611293739,0,772026,860,0,0,generated
78,dabashenliu_run_078\particle_positions_150000.csv,noise_0pct\c3000_phi25.00_logk-0.744444.png,pressure,3000,25,0.18011737,-0.744444403052799,0,782026,860,0,81,generated
79,dabashenliu_run_079\particle_positions_150000.csv,noise_0pct\c3000_phi25.00_logk-0.522222.png,pressure,3000,25,0.30045387,-0.522222197678965,0,792026,860,0,11,generated
80,dabashenliu_run_080\particle_positions_150000.csv,noise_0pct\c3000_phi25.00_logk-0.300000.png,pressure,3000,25,0.50118726,-0.299999977147204,0,802026,860,0,937,generated
81,dabashenliu_run_081\particle_positions_150000.csv,noise_0pct\c3000_phi26.00_logk-2.300000.png,pressure,3000,26,0.0050118724,-2.29999999447783,0,812026,860,0,0,generated
82,dabashenliu_run_082\particle_positions_150000.csv,noise_0pct\c3000_phi26.00_logk-2.077778.png,pressure,3000,26,0.0083603095,-2.07777764461193,0,822026,860,0,0,generated
83,dabashenliu_run_083\particle_positions_150000.csv,noise_0pct\c3000_phi26.00_logk-1.855556.png,pressure,3000,26,0.013945831,-1.85555560201739,0,832026,860,0,0,generated
84,dabashenliu_run_084\particle_positions_150000.csv,noise_0pct\c3000_phi26.00_logk-1.633333.png,pressure,3000,26,0.023263052,-1.63333330853244,0,842026,860,0,0,generated
85,dabashenliu_run_085\particle_positions_150000.csv,noise_0pct\c3000_phi26.00_logk-1.411111.png,pressure,3000,26,0.038805105,-1.41111113709934,0,852026,860,0,0,generated
86,dabashenliu_run_086\particle_positions_150000.csv,noise_0pct\c3000_phi26.00_logk-1.188889.png,pressure,3000,26,0.06473083,-1.18888882427963,0,862026,860,0,0,generated
87,dabashenliu_run_087\particle_positions_150000.csv,noise_0pct\c3000_phi26.00_logk-0.966667.png,pressure,3000,26,0.10797753,-0.966666611293739,0,872026,860,0,1,generated
88,dabashenliu_run_088\particle_positions_150000.csv,noise_0pct\c3000_phi26.00_logk-0.744444.png,pressure,3000,26,0.18011737,-0.744444403052799,0,882026,860,0,0,generated
89,dabashenliu_run_089\particle_positions_150000.csv,noise_0pct\c3000_phi26.00_logk-0.522222.png,pressure,3000,26,0.30045387,-0.522222197678965,0,892026,860,0,473,generated
90,dabashenliu_run_090\particle_positions_150000.csv,noise_0pct\c3000_phi26.00_logk-0.300000.png,pressure,3000,26,0.50118726,-0.299999977147204,0,902026,860,0,311,generated
91,dabashenliu_run_091\particle_positions_150000.csv,noise_0pct\c3000_phi27.00_logk-2.300000.png,pressure,3000,27,0.0050118724,-2.29999999447783,0,912026,860,0,0,generated
92,dabashenliu_run_092\particle_positions_150000.csv,noise_0pct\c3000_phi27.00_logk-2.077778.png,pressure,3000,27,0.0083603095,-2.07777764461193,0,922026,860,0,0,generated
93,dabashenliu_run_093\particle_positions_150000.csv,noise_0pct\c3000_phi27.00_logk-1.855556.png,pressure,3000,27,0.013945831,-1.85555560201739,0,932026,860,0,0,generated
94,dabashenliu_run_094\particle_positions_150000.csv,noise_0pct\c3000_phi27.00_logk-1.633333.png,pressure,3000,27,0.023263052,-1.63333330853244,0,942026,860,0,0,generated
95,dabashenliu_run_095\particle_positions_150000.csv,noise_0pct\c3000_phi27.00_logk-1.411111.png,pressure,3000,27,0.038805105,-1.41111113709934,0,952026,860,0,0,generated
96,dabashenliu_run_096\particle_positions_150000.csv,noise_0pct\c3000_phi27.00_logk-1.188889.png,pressure,3000,27,0.06473083,-1.18888882427963,0,962026,860,0,0,generated
97,dabashenliu_run_097\particle_positions_150000.csv,noise_0pct\c3000_phi27.00_logk-0.966667.png,pressure,3000,27,0.10797753,-0.966666611293739,0,972026,860,0,0,generated
98,dabashenliu_run_098\particle_positions_150000.csv,noise_0pct\c3000_phi27.00_logk-0.744444.png,pressure,3000,27,0.18011737,-0.744444403052799,0,982026,860,0,10,generated
99,dabashenliu_run_099\particle_positions_150000.csv,noise_0pct\c3000_phi27.00_logk-0.522222.png,pressure,3000,27,0.30045387,-0.522222197678965,0,992026,860,0,53,generated
100,dabashenliu_run_100\particle_positions_150000.csv,noise_0pct\c3000_phi27.00_logk-0.300000.png,pressure,3000,27,0.50118726,-0.299999977147204,0,1002026,860,0,1161,generated
101,dabashenliu_run_101\particle_positions_150000.csv,noise_0pct\c3400_phi18.00_logk-2.300000.png,pressure,3400,18,0.0050118724,-2.29999999447783,0,1012026,860,0,0,generated
102,dabashenliu_run_102\particle_positions_150000.csv,noise_0pct\c3400_phi18.00_logk-2.077778.png,pressure,3400,18,0.0083603095,-2.07777764461193,0,1022026,860,0,0,generated
103,dabashenliu_run_103\particle_positions_150000.csv,noise_0pct\c3400_phi18.00_logk-1.855556.png,pressure,3400,18,0.013945831,-1.85555560201739,0,1032026,860,0,0,generated
104,dabashenliu_run_104\particle_positions_150000.csv,noise_0pct\c3400_phi18.00_logk-1.633333.png,pressure,3400,18,0.023263052,-1.63333330853244,0,1042026,860,0,0,generated
105,dabashenliu_run_105\particle_positions_150000.csv,noise_0pct\c3400_phi18.00_logk-1.411111.png,pressure,3400,18,0.038805105,-1.41111113709934,0,1052026,860,0,0,generated
106,dabashenliu_run_106\particle_positions_150000.csv,noise_0pct\c3400_phi18.00_logk-1.188889.png,pressure,3400,18,0.06473083,-1.18888882427963,0,1062026,860,0,66,generated
107,dabashenliu_run_107\particle_positions_150000.csv,noise_0pct\c3400_phi18.00_logk-0.966667.png,pressure,3400,18,0.10797753,-0.966666611293739,0,1072026,860,0,82,generated
108,dabashenliu_run_108\particle_positions_150000.csv,noise_0pct\c3400_phi18.00_logk-0.744444.png,pressure,3400,18,0.18011737,-0.744444403052799,0,1082026,860,0,71,generated
109,dabashenliu_run_109\particle_positions_150000.csv,noise_0pct\c3400_phi18.00_logk-0.522222.png,pressure,3400,18,0.30045387,-0.522222197678965,0,1092026,860,0,82,generated
110,dabashenliu_run_110\particle_positions_150000.csv,noise_0pct\c3400_phi18.00_logk-0.300000.png,pressure,3400,18,0.50118726,-0.299999977147204,0,1102026,860,0,382,generated
111,dabashenliu_run_111\particle_positions_150000.csv,noise_0pct\c3400_phi19.00_logk-2.300000.png,pressure,3400,19,0.0050118724,-2.29999999447783,0,1112026,860,0,0,generated
112,dabashenliu_run_112\particle_positions_150000.csv,noise_0pct\c3400_phi19.00_logk-2.077778.png,pressure,3400,19,0.0083603095,-2.07777764461193,0,1122026,860,0,0,generated
113,dabashenliu_run_113\particle_positions_150000.csv,noise_0pct\c3400_phi19.00_logk-1.855556.png,pressure,3400,19,0.013945831,-1.85555560201739,0,1132026,860,0,0,generated
114,dabashenliu_run_114\particle_positions_150000.csv,noise_0pct\c3400_phi19.00_logk-1.633333.png,pressure,3400,19,0.023263052,-1.63333330853244,0,1142026,860,0,0,generated
115,dabashenliu_run_115\particle_positions_150000.csv,noise_0pct\c3400_phi19.00_logk-1.411111.png,pressure,3400,19,0.038805105,-1.41111113709934,0,1152026,860,0,0,generated
116,dabashenliu_run_116\particle_positions_150000.csv,noise_0pct\c3400_phi19.00_logk-1.188889.png,pressure,3400,19,0.06473083,-1.18888882427963,0,1162026,860,0,0,generated
117,dabashenliu_run_117\particle_positions_150000.csv,noise_0pct\c3400_phi19.00_logk-0.966667.png,pressure,3400,19,0.10797753,-0.966666611293739,0,1172026,860,0,0,generated
118,dabashenliu_run_118\particle_positions_150000.csv,noise_0pct\c3400_phi19.00_logk-0.744444.png,pressure,3400,19,0.18011737,-0.744444403052799,0,1182026,860,0,0,generated
119,dabashenliu_run_119\particle_positions_150000.csv,noise_0pct\c3400_phi19.00_logk-0.522222.png,pressure,3400,19,0.30045387,-0.522222197678965,0,1192026,860,0,681,generated
120,dabashenliu_run_120\particle_positions_150000.csv,noise_0pct\c3400_phi19.00_logk-0.300000.png,pressure,3400,19,0.50118726,-0.299999977147204,0,1202026,860,0,529,generated
121,dabashenliu_run_121\particle_positions_150000.csv,noise_0pct\c3400_phi20.00_logk-2.300000.png,pressure,3400,20,0.0050118724,-2.29999999447783,0,1212026,860,0,0,generated
122,dabashenliu_run_122\particle_positions_150000.csv,noise_0pct\c3400_phi20.00_logk-2.077778.png,pressure,3400,20,0.0083603095,-2.07777764461193,0,1222026,860,0,0,generated
123,dabashenliu_run_123\particle_positions_150000.csv,noise_0pct\c3400_phi20.00_logk-1.855556.png,pressure,3400,20,0.013945831,-1.85555560201739,0,1232026,860,0,0,generated
124,dabashenliu_run_124\particle_positions_150000.csv,noise_0pct\c3400_phi20.00_logk-1.633333.png,pressure,3400,20,0.023263052,-1.63333330853244,0,1242026,860,0,0,generated
125,dabashenliu_run_125\particle_positions_150000.csv,noise_0pct\c3400_phi20.00_logk-1.411111.png,pressure,3400,20,0.038805105,-1.41111113709934,0,1252026,860,0,0,generated
126,dabashenliu_run_126\particle_positions_150000.csv,noise_0pct\c3400_phi20.00_logk-1.188889.png,pressure,3400,20,0.06473083,-1.18888882427963,0,1262026,860,0,0,generated
127,dabashenliu_run_127\particle_positions_150000.csv,noise_0pct\c3400_phi20.00_logk-0.966667.png,pressure,3400,20,0.10797753,-0.966666611293739,0,1272026,860,0,0,generated
128,dabashenliu_run_128\particle_positions_150000.csv,noise_0pct\c3400_phi20.00_logk-0.744444.png,pressure,3400,20,0.18011737,-0.744444403052799,0,1282026,860,0,18,generated
129,dabashenliu_run_129\particle_positions_150000.csv,noise_0pct\c3400_phi20.00_logk-0.522222.png,pressure,3400,20,0.30045387,-0.522222197678965,0,1292026,860,0,400,generated
130,dabashenliu_run_130\particle_positions_150000.csv,noise_0pct\c3400_phi20.00_logk-0.300000.png,pressure,3400,20,0.50118726,-0.299999977147204,0,1302026,860,0,216,generated
131,dabashenliu_run_131\particle_positions_150000.csv,noise_0pct\c3400_phi21.00_logk-2.300000.png,pressure,3400,21,0.0050118724,-2.29999999447783,0,1312026,860,0,0,generated
132,dabashenliu_run_132\particle_positions_150000.csv,noise_0pct\c3400_phi21.00_logk-2.077778.png,pressure,3400,21,0.0083603095,-2.07777764461193,0,1322026,860,0,0,generated
133,dabashenliu_run_133\particle_positions_150000.csv,noise_0pct\c3400_phi21.00_logk-1.855556.png,pressure,3400,21,0.013945831,-1.85555560201739,0,1332026,860,0,0,generated
134,dabashenliu_run_134\particle_positions_150000.csv,noise_0pct\c3400_phi21.00_logk-1.633333.png,pressure,3400,21,0.023263052,-1.63333330853244,0,1342026,860,0,0,generated
135,dabashenliu_run_135\particle_positions_150000.csv,noise_0pct\c3400_phi21.00_logk-1.411111.png,pressure,3400,21,0.038805105,-1.41111113709934,0,1352026,860,0,0,generated
136,dabashenliu_run_136\particle_positions_150000.csv,noise_0pct\c3400_phi21.00_logk-1.188889.png,pressure,3400,21,0.06473083,-1.18888882427963,0,1362026,860,0,0,generated
137,dabashenliu_run_137\particle_positions_150000.csv,noise_0pct\c3400_phi21.00_logk-0.966667.png,pressure,3400,21,0.10797753,-0.966666611293739,0,1372026,860,0,0,generated
138,dabashenliu_run_138\particle_positions_150000.csv,noise_0pct\c3400_phi21.00_logk-0.744444.png,pressure,3400,21,0.18011737,-0.744444403052799,0,1382026,860,0,0,generated
139,dabashenliu_run_139\particle_positions_150000.csv,noise_0pct\c3400_phi21.00_logk-0.522222.png,pressure,3400,21,0.30045387,-0.522222197678965,0,1392026,860,0,91,generated
140,dabashenliu_run_140\particle_positions_150000.csv,noise_0pct\c3400_phi21.00_logk-0.300000.png,pressure,3400,21,0.50118726,-0.299999977147204,0,1402026,860,0,551,generated
141,dabashenliu_run_141\particle_positions_150000.csv,noise_0pct\c3400_phi22.00_logk-2.300000.png,pressure,3400,22,0.0050118724,-2.29999999447783,0,1412026,860,0,0,generated
142,dabashenliu_run_142\particle_positions_150000.csv,noise_0pct\c3400_phi22.00_logk-2.077778.png,pressure,3400,22,0.0083603095,-2.07777764461193,0,1422026,860,0,0,generated
143,dabashenliu_run_143\particle_positions_150000.csv,noise_0pct\c3400_phi22.00_logk-1.855556.png,pressure,3400,22,0.013945831,-1.85555560201739,0,1432026,860,0,0,generated
144,dabashenliu_run_144\particle_positions_150000.csv,noise_0pct\c3400_phi22.00_logk-1.633333.png,pressure,3400,22,0.023263052,-1.63333330853244,0,1442026,860,0,0,generated
145,dabashenliu_run_145\particle_positions_150000.csv,noise_0pct\c3400_phi22.00_logk-1.411111.png,pressure,3400,22,0.038805105,-1.41111113709934,0,1452026,860,0,1,generated
146,dabashenliu_run_146\particle_positions_150000.csv,noise_0pct\c3400_phi22.00_logk-1.188889.png,pressure,3400,22,0.06473083,-1.18888882427963,0,1462026,860,0,0,generated
147,dabashenliu_run_147\particle_positions_150000.csv,noise_0pct\c3400_phi22.00_logk-0.966667.png,pressure,3400,22,0.10797753,-0.966666611293739,0,1472026,860,0,0,generated
148,dabashenliu_run_148\particle_positions_150000.csv,noise_0pct\c3400_phi22.00_logk-0.744444.png,pressure,3400,22,0.18011737,-0.744444403052799,0,1482026,860,0,2,generated
149,dabashenliu_run_149\particle_positions_150000.csv,noise_0pct\c3400_phi22.00_logk-0.522222.png,pressure,3400,22,0.30045387,-0.522222197678965,0,1492026,860,0,236,generated
150,dabashenliu_run_150\particle_positions_150000.csv,noise_0pct\c3400_phi22.00_logk-0.300000.png,pressure,3400,22,0.50118726,-0.299999977147204,0,1502026,860,0,294,generated
151,dabashenliu_run_151\particle_positions_150000.csv,noise_0pct\c3400_phi23.00_logk-2.300000.png,pressure,3400,23,0.0050118724,-2.29999999447783,0,1512026,860,0,0,generated
152,dabashenliu_run_152\particle_positions_150000.csv,noise_0pct\c3400_phi23.00_logk-2.077778.png,pressure,3400,23,0.0083603095,-2.07777764461193,0,1522026,860,0,0,generated
